;;;Temps;Profondeur (m);Surconsommation (%);Pression béton (bar);Vitesse d'avancement (m/h);Couple de rotation (bar);Vitesse de rotation (rev/min)
;;;00:11:43;20,82;22,6;4,9;209;95,3;10,0
;;;00:11:44;20,80;22,7;4,9;140;94,2;10,0
;;;00:11:44;20,77;22,8;4,8;142;94,4;10,0
;;;00:11:45;20,75;22,9;4,8;176;95,3;10,0
;;;00:11:45;20,73;22,9;4,9;188;95,2;10,0
;;;00:11:46;20,71;23,0;5,0;164;94,2;10,0
;;;00:11:46;20,69;23,1;5,0;243;94,2;10,0
;;;00:11:47;20,67;23,1;5,0;188;94,2;10,0
;;;00:11:47;20,65;23,2;4,9;222;94,2;10,0
;;;00:11:47;20,62;23,3;4,9;174;95,2;10,0
;;;00:11:48;20,60;23,3;4,9;200;95,3;10,0
;;;00:11:49;20,58;23,4;4,9;146;94,4;10,0
;;;00:11:49;20,56;23,4;4,9;170;94,2;10,0
;;;00:11:50;20,53;23,5;5,0;169;94,2;10,0
;;;00:11:50;20,51;23,5;5,1;207;94,2;10,0
;;;00:11:51;20,49;23,6;5,0;182;93,2;10,0
;;;00:11:51;20,47;23,6;4,9;158;93,2;10,0
;;;00:11:52;20,45;23,6;4,9;182;92,1;10,0
;;;00:11:52;20,42;23,7;4,8;243;92,1;10,0
;;;00:11:52;20,40;23,7;4,9;201;92,1;10,0
;;;00:11:53;20,38;23,7;4,9;188;92,1;10,0
;;;00:11:53;20,36;23,8;5,0;222;92,8;10,0
;;;00:11:54;20,34;23,8;5,0;191;93,2;10,0
;;;00:11:54;20,32;23,8;5,0;142;92,6;10,0
;;;00:11:55;20,30;23,8;4,9;176;92,1;10,0
;;;00:11:55;20,28;23,8;4,8;195;92,1;10,0
;;;00:11:56;20,26;23,8;4,8;215;92,1;10,0
;;;00:11:56;20,23;23,8;4,8;182;92,1;10,0
;;;00:11:57;20,21;23,8;4,8;146;92,1;10,0
;;;00:11:57;20,19;23,9;4,8;194;91,6;10,0
;;;00:11:58;20,17;23,9;4,9;167;91,0;10,0
;;;00:11:58;20,14;23,9;4,9;243;91,6;10,0
;;;00:11:59;20,12;23,8;4,8;188;92,1;10,0
;;;00:11:59;20,10;23,8;4,7;189;91,5;10,0
;;;00:12:00;20,08;23,8;4,7;189;91,0;10,0
;;;00:12:00;20,06;23,8;4,7;176;91,0;10,0
;;;00:12:01;20,03;23,8;4,8;195;91,0;10,0
;;;00:12:01;20,01;23,8;4,8;152;90,5;10,0
;;;00:12:02;19,99;23,8;4,9;180;89,9;10,0
;;;00:12:02;19,97;23,7;4,9;164;90,5;10,0
;;;00:12:03;19,94;23,7;4,7;225;91,0;10,0
;;;00:12:03;19,92;23,7;4,7;182;90,5;10,0
;;;00:12:04;19,90;23,7;4,8;189;89,9;9,9
;;;00:12:04;19,88;23,6;4,7;158;89,9;10,0
;;;00:12:05;19,86;23,6;4,8;200;89,9;10,0
;;;00:12:05;19,83;23,6;4,8;195;89,9;10,0
;;;00:12:06;19,81;23,5;4,9;164;89,9;10,0
;;;00:12:06;19,79;23,5;4,8;189;89,9;10,0
;;;00:12:07;19,77;23,4;4,7;232;89,9;10,0
;;;00:12:07;19,74;23,4;4,7;162;89,5;10,0
;;;00:12:08;19,72;23,3;4,7;169;88,8;10,0
;;;00:12:08;19,69;23,2;4,7;204;89,6;10,0
;;;00:12:09;19,67;23,2;4,8;151;89,9;10,0
;;;00:12:10;19,65;23,1;4,9;176;89,9;9,9
;;;00:12:10;19,63;23,1;4,9;182;89,9;9,9
;;;00:12:11;19,60;23,0;4,8;195;89,9;10,0
;;;00:12:11;19,58;22,9;4,8;215;89,9;10,0
;;;00:12:12;19,56;22,9;4,8;182;89,9;10,0
;;;00:12:12;19,54;22,8;4,8;184;89,9;10,0
;;;00:12:13;19,52;22,7;4,8;207;88,0;10,0
;;;00:12:13;19,49;22,6;4,8;229;87,8;10,0
;;;00:12:14;19,47;22,5;4,9;182;87,8;10,0
;;;00:12:14;19,45;22,5;4,9;219;87,8;10,0
;;;00:12:15;19,43;22,4;4,7;195;87,8;9,9
;;;00:12:15;19,40;22,3;4,7;187;87,8;9,9
;;;00:12:16;19,38;22,2;4,7;195;88,7;10,0
;;;00:12:16;19,36;22,1;4,8;144;88,8;10,0
;;;00:12:17;19,33;22,0;4,8;152;88,8;10,0
;;;00:12:17;19,31;21,9;4,9;144;88,8;10,0
;;;00:12:18;19,29;21,8;5,0;188;88,8;10,0
;;;00:12:18;19,27;21,7;4,9;182;88,8;10,0
;;;00:12:19;19,24;21,6;4,8;206;87,8;10,0
;;;00:12:19;19,22;21,6;4,7;201;87,8;10,0
;;;00:12:20;19,20;21,5;4,7;182;87,8;10,0
;;;00:12:20;19,18;21,4;4,8;167;87,8;10,0
;;;00:12:21;19,16;21,3;4,8;72;86,7;10,0
;;;00:12:21;19,13;21,2;4,9;1557;86,7;9,9
;;;00:12:22;19,11;21,1;4,9;408;86,7;9,9
;;;00:12:22;19,08;21,0;4,8;250;87,0;9,8
;;;00:12:23;19,05;20,9;4,7;268;87,8;9,7
;;;00:12:23;19,03;20,8;4,7;170;87,8;9,8
;;;00:12:24;19,01;20,7;4,7;200;87,8;10,0
;;;00:12:24;18,99;20,6;4,7;186;87,8;10,0
;;;00:12:25;18,96;20,5;4,8;176;87,8;10,0
;;;00:12:25;18,93;20,4;4,9;201;87,4;10,0
;;;00:12:26;18,91;20,3;4,9;261;86,7;10,0
;;;00:12:26;18,89;20,2;4,7;176;86,7;10,0
;;;00:12:27;18,86;20,2;4,7;213;86,7;10,0
;;;00:12:27;18,84;20,1;4,6;207;87,2;10,0
;;;00:12:28;18,82;20,0;4,7;182;87,8;10,0
;;;00:12:28;18,79;20,0;4,7;194;87,8;10,0
;;;00:12:29;18,77;19,9;4,7;207;87,8;10,0
;;;00:12:29;18,75;19,8;4,8;195;87,8;10,0
;;;00:12:30;18,73;19,7;4,8;213;87,8;10,0
;;;00:12:30;18,70;19,7;4,7;194;87,8;10,0
;;;00:12:31;18,68;19,6;4,6;158;87,8;10,0
;;;00:12:31;18,66;19,6;4,6;195;87,4;10,0
;;;00:12:32;18,64;19,5;4,7;231;86,7;10,0
;;;00:12:32;18,61;19,5;4,7;201;86,7;10,0
;;;00:12:33;18,59;19,4;4,8;182;86,7;10,0
;;;00:12:33;18,57;19,4;4,9;195;86,7;10,0
;;;00:12:34;18,55;19,3;4,8;174;86,7;10,0
;;;00:12:34;18,53;19,3;4,7;201;86,7;10,0
;;;00:12:35;18,50;19,2;4,7;207;86,7;10,0
;;;00:12:35;18,48;19,2;4,7;222;86,7;10,0
;;;00:12:36;18,46;19,2;4,7;182;86,7;10,0
;;;00:12:36;18,43;19,1;4,8;227;86,7;10,0
;;;00:12:37;18,41;19,1;4,8;215;86,7;10,0
;;;00:12:37;18,39;19,1;4,8;180;86,7;10,0
;;;00:12:38;18,36;19,0;4,8;201;86,7;10,0
;;;00:12:38;18,34;19,0;4,7;170;86,4;10,0
;;;00:12:39;18,32;19,0;4,7;195;85,6;10,0
;;;00:12:39;18,30;19,0;4,7;219;85,6;10,0
;;;00:12:40;18,28;19,0;4,6;181;85,6;10,0
;;;00:12:40;18,26;18,9;4,8;194;85,6;10,0
;;;00:12:41;18,23;18,9;4,8;201;85,6;9,9
;;;00:12:41;18,21;18,9;4,9;207;85,6;9,9
;;;00:12:42;18,19;18,9;4,8;189;85,6;9,9
;;;00:12:42;18,17;18,9;4,7;201;85,6;9,9
;;;00:12:43;18,14;18,9;4,7;234;85,6;10,0
;;;00:12:43;18,12;18,9;4,7;227;85,6;10,0
;;;00:12:44;18,09;18,9;4,7;200;84,9;10,0
;;;00:12:44;18,07;18,9;4,7;180;84,5;10,0
;;;00:12:45;18,05;18,9;4,8;167;84,5;10,0
;;;00:12:45;18,03;18,9;4,8;236;84,5;10,0
;;;00:12:46;18,01;18,9;4,8;201;84,5;10,0
;;;00:12:46;17,98;18,9;4,7;162;84,5;10,0
;;;00:12:47;17,96;18,9;4,6;215;84,5;10,0
;;;00:12:47;17,94;18,9;4,6;184;84,5;10,0
;;;00:12:48;17,91;18,9;4,6;195;84,5;10,0
;;;00:12:48;17,89;18,9;4,7;179;84,5;10,0
;;;00:12:49;17,87;18,9;4,7;222;85,4;10,0
;;;00:12:49;17,84;18,9;4,8;201;85,6;10,0
;;;00:12:50;17,82;18,9;4,8;194;84,8;10,0
;;;00:12:50;17,79;18,9;4,6;249;84,5;10,0
;;;00:12:51;17,77;18,9;4,6;164;85,5;10,0
;;;00:12:51;17,75;19,0;4,6;146;85,6;10,0
;;;00:12:52;17,73;19,0;4,6;201;84,7;10,0
;;;00:12:52;17,70;19,0;4,7;158;84,5;10,0
;;;00:12:53;17,68;19,0;4,7;243;83,6;10,0
;;;00:12:53;17,66;19,0;4,8;195;83,4;10,0
;;;00:12:54;17,64;19,0;4,8;174;84,1;10,0
;;;00:12:54;17,62;19,0;4,7;215;84,5;10,0
;;;00:12:55;17,60;19,0;4,6;184;84,5;10,0
;;;00:12:55;17,57;19,0;4,6;207;84,5;10,0
;;;00:12:55;17,55;19,0;4,6;243;84,5;10,0
;;;00:12:56;17,53;19,0;4,7;170;84,5;10,0
;;;00:12:56;17,51;19,1;4,8;234;84,5;10,0
;;;00:12:57;17,49;19,1;4,8;141;84,5;10,0
;;;00:12:57;17,47;19,1;4,9;227;84,5;10,0
;;;00:12:58;17,44;19,1;4,8;152;84,5;10,0
;;;00:12:58;17,42;19,1;4,6;164;84,4;10,0
;;;00:12:59;17,40;19,1;4,7;201;83,4;10,0
;;;00:12:59;17,37;19,1;4,7;195;83,4;10,0
;;;00:13:00;17,35;19,1;4,7;189;83,4;10,0
;;;00:13:00;17,33;19,1;4,8;189;83,4;10,0
;;;00:13:01;17,30;19,1;4,8;189;83,4;10,0
;;;00:13:01;17,28;19,1;4,9;243;83,4;10,0
;;;00:13:02;17,26;19,1;4,7;195;83,4;10,0
;;;00:13:02;17,24;19,1;4,6;167;83,4;10,0
;;;00:13:03;17,22;19,1;4,6;195;84,4;10,0
;;;00:13:03;17,20;19,1;4,6;268;84,5;10,0
;;;00:13:04;17,18;19,1;4,7;189;84,5;10,0
;;;00:13:04;17,15;19,1;4,7;211;84,5;10,0
;;;00:13:05;17,13;19,1;4,7;201;84,0;10,0
;;;00:13:05;17,11;19,1;4,9;224;83,4;10,0
;;;00:13:06;17,08;19,0;4,7;201;83,4;10,0
;;;00:13:06;17,06;19,0;4,6;168;83,4;10,0
;;;00:13:06;17,04;19,0;4,6;205;83,4;10,0
;;;00:13:07;17,02;19,0;4,5;195;83,4;10,0
;;;00:13:07;17,00;19,0;4,6;243;83,1;10,0
;;;00:13:08;16,98;19,0;4,7;176;82,4;10,0
;;;00:13:08;16,95;19,0;4,7;189;82,6;10,0
;;;00:13:09;16,93;18,9;4,8;182;83,4;10,0
;;;00:13:09;16,91;18,9;4,7;207;83,4;10,0
;;;00:13:10;16,88;18,9;4,6;182;83,4;10,0
;;;00:13:10;16,86;18,9;4,5;219;83,0;10,0
;;;00:13:11;16,84;18,9;4,5;207;82,4;10,0
;;;00:13:11;16,81;18,8;4,6;270;82,4;10,0
;;;00:13:12;16,78;18,8;4,6;212;82,4;10,0
;;;00:13:13;16,76;18,8;4,7;215;82,4;10,0
;;;00:13:13;16,74;18,8;4,8;142;82,4;10,0
;;;00:13:14;16,72;18,7;4,7;201;81,8;10,0
;;;00:13:14;16,69;18,7;4,6;124;81,3;9,9
;;;00:13:15;16,67;18,7;4,6;194;81,3;10,0
;;;00:13:15;16,64;18,7;4,6;146;81,3;10,0
;;;00:13:16;16,62;18,7;4,6;195;82,9;10,0
;;;00:13:16;16,60;18,6;4,7;207;83,4;10,0
;;;00:13:17;16,57;18,6;4,7;188;82,6;10,0
;;;00:13:17;16,55;18,6;4,7;207;82,4;10,0
;;;00:13:18;16,53;18,6;4,6;189;81,6;10,0
;;;00:13:18;16,50;18,6;4,5;195;81,3;10,0
;;;00:13:19;16,48;18,5;4,5;170;81,3;10,0
;;;00:13:19;16,46;18,5;4,5;195;81,3;10,0
;;;00:13:20;16,44;18,5;4,6;215;81,3;10,0
;;;00:13:20;16,42;18,5;4,7;252;81,3;10,0
;;;00:13:21;16,39;18,5;4,7;185;81,7;10,0
;;;00:13:21;16,36;18,5;4,7;162;82,4;10,0
;;;00:13:22;16,34;18,5;4,6;188;82,4;10,0
;;;00:13:22;16,32;18,5;4,5;201;82,4;10,0
;;;00:13:23;16,29;18,4;4,5;176;81,6;10,0
;;;00:13:23;16,27;18,4;4,5;201;81,3;10,0
;;;00:13:24;16,25;18,4;4,6;195;81,3;10,0
;;;00:13:24;16,22;18,4;4,6;201;81,3;10,0
;;;00:13:25;16,20;18,4;4,7;195;80,3;10,0
;;;00:13:25;16,18;18,4;4,7;195;80,2;10,0
;;;00:13:26;16,15;18,4;4,5;219;80,2;10,0
;;;00:13:26;16,13;18,4;4,5;181;80,2;10,0
;;;00:13:27;16,11;18,4;4,4;186;81,1;10,0
;;;00:13:27;16,09;18,4;4,5;365;81,3;10,0
;;;00:13:28;16,07;18,4;4,5;241;80,9;10,0
;;;00:13:28;16,05;18,4;4,6;162;80,2;10,0
;;;00:13:29;16,02;18,4;4,7;170;79,8;10,0
;;;00:13:29;16,00;18,4;4,7;213;79,1;10,0
;;;00:13:30;15,98;18,4;4,5;173;79,1;10,0
;;;00:13:30;15,95;18,4;4,5;195;79,1;10,0
;;;00:13:31;15,93;18,4;4,4;189;79,1;10,0
;;;00:13:31;15,91;18,3;4,5;195;79,1;10,0
;;;00:13:32;15,88;18,3;4,5;201;79,1;10,0
;;;00:13:32;15,86;18,3;4,6;234;79,1;10,0
;;;00:13:33;15,84;18,3;4,6;224;79,7;10,0
;;;00:13:33;15,82;18,3;4,6;184;80,2;10,0
;;;00:13:34;15,79;18,3;4,5;176;79,7;10,0
;;;00:13:34;15,77;18,3;4,4;222;79,1;10,0
;;;00:13:34;15,75;18,2;4,4;181;79,1;10,0
;;;00:13:35;15,73;18,2;4,4;170;79,1;10,0
;;;00:13:35;15,71;18,2;4,4;243;79,1;10,0
;;;00:13:36;15,69;18,2;4,5;195;79,1;10,0
;;;00:13:36;15,67;18,1;4,6;174;79,1;10,0
;;;00:13:37;15,65;18,1;4,6;182;79,1;10,0
;;;00:13:37;15,63;18,1;4,5;229;79,1;10,0
;;;00:13:38;15,60;18,0;4,4;182;78,3;10,0
;;;00:13:38;15,58;18,0;4,4;207;78,0;10,0
;;;00:13:39;15,55;17,9;4,4;195;79,0;10,0
;;;00:13:39;15,53;17,9;4,4;143;79,1;10,0
;;;00:13:40;15,51;17,8;4,4;265;79,1;10,0
;;;00:13:40;15,49;17,8;4,5;189;79,1;10,0
;;;00:13:41;15,46;17,7;4,5;182;79,1;10,0
;;;00:13:41;15,44;17,7;4,4;170;79,1;10,0
;;;00:13:42;15,41;17,6;4,3;176;77,2;10,0
;;;00:13:42;15,39;17,6;4,3;158;77,0;10,0
;;;00:13:43;15,37;17,5;4,3;235;77,0;10,0
;;;00:13:43;15,35;17,4;4,4;207;77,0;10,0
;;;00:13:44;15,33;17,3;4,4;207;77,6;10,0
;;;00:13:44;15,30;17,3;4,5;207;78,0;10,0
;;;00:13:45;15,28;17,2;4,6;189;78,0;10,0
;;;00:13:45;15,26;17,1;4,4;189;78,0;10,0
;;;00:13:46;15,23;17,0;4,3;207;78,9;10,0
;;;00:13:46;15,21;17,0;4,3;207;79,1;10,0
;;;00:13:47;15,19;16,9;4,3;207;77,5;10,0
;;;00:13:47;15,17;16,8;4,4;189;77,0;10,0
;;;00:13:48;15,14;16,7;4,4;253;77,0;10,0
;;;00:13:48;15,12;16,6;4,4;146;77,0;10,0
;;;00:13:49;15,10;16,5;4,5;211;77,0;10,0
;;;00:13:49;15,08;16,5;4,5;182;77,0;10,0
;;;00:13:50;15,06;16,4;4,3;182;77,2;10,0
;;;00:13:50;15,03;16,3;4,2;219;78,0;10,0
;;;00:13:51;15,01;16,2;4,3;176;78,0;10,0
;;;00:13:51;14,99;16,1;4,3;203;78,0;10,0
;;;00:13:51;14,97;16,0;4,3;201;77,9;10,0
;;;00:13:52;14,95;15,9;4,4;201;77,0;10,0
;;;00:13:52;14,93;15,8;4,4;195;77,0;10,0
;;;00:13:53;14,90;15,7;4,4;176;77,0;10,0
;;;00:13:53;14,88;15,6;4,3;176;77,0;10,0
;;;00:13:54;14,86;15,5;4,2;225;77,0;10,0
;;;00:13:54;14,83;15,4;4,2;273;77,0;10,0
;;;00:13:55;14,81;15,3;4,2;191;77,0;10,0
;;;00:13:55;14,79;15,2;4,3;158;77,0;10,0
;;;00:13:56;14,77;15,1;4,3;170;77,0;10,0
;;;00:13:56;14,75;15,0;4,3;243;77,0;10,0
;;;00:13:57;14,73;14,9;4,4;170;76,3;10,0
;;;00:13:57;14,71;14,8;4,3;187;75,9;10,0
;;;00:13:58;14,69;14,7;4,2;201;75,9;10,0
;;;00:13:58;14,66;14,6;4,1;201;75,9;9,9
;;;00:13:59;14,64;14,5;4,2;182;75,9;9,9
;;;00:13:59;14,62;14,4;4,2;213;75,9;10,0
;;;00:14:00;14,59;14,3;4,3;225;75,3;10,0
;;;00:14:00;14,57;14,2;4,3;202;74,8;10,0
;;;00:14:00;14,55;14,1;4,4;219;74,8;10,0
;;;00:14:01;14,53;13,9;4,3;217;74,8;10,0
;;;00:14:01;14,50;13,8;4,1;262;74,8;10,0
;;;00:14:02;14,48;13,7;4,1;195;75,9;10,0
;;;00:14:02;14,46;13,6;4,1;194;75,9;10,0
;;;00:14:03;14,43;13,5;4,1;201;75,9;10,0
;;;00:14:03;14,41;13,4;4,2;176;75,9;10,0
;;;00:14:04;14,38;13,3;4,2;201;74,9;10,0
;;;00:14:04;14,36;13,2;4,3;227;74,8;10,0
;;;00:14:05;14,34;13,1;4,2;225;74,8;10,0
;;;00:14:05;14,31;13,0;4,1;225;74,8;10,0
;;;00:14:06;14,29;12,9;4,0;186;74,8;10,0
;;;00:14:06;14,27;12,8;4,0;219;74,8;10,0
;;;00:14:07;14,25;12,7;4,0;219;74,8;10,0
;;;00:14:07;14,22;12,7;4,1;219;74,8;10,0
;;;00:14:08;14,20;12,6;4,1;232;74,8;10,0
;;;00:14:08;14,18;12,5;4,2;187;74,8;10,0
;;;00:14:08;14,15;12,4;4,2;227;74,8;10,0
;;;00:14:09;14,13;12,3;4,2;335;74,8;10,0
;;;00:14:09;14,11;12,3;4,0;176;74,8;10,0
;;;00:14:10;14,09;12,2;4,1;231;74,8;10,0
;;;00:14:10;14,06;12,1;4,0;227;74,8;10,0
;;;00:14:11;14,04;12,1;4,1;225;74,8;10,0
;;;00:14:11;14,02;12,0;4,1;225;74,8;10,0
;;;00:14:12;14,00;12,0;4,1;188;74,0;10,0
;;;00:14:12;13,97;11,9;4,2;219;73,7;10,0
;;;00:14:13;13,95;11,9;4,2;201;73,7;10,0
;;;00:14:13;13,93;11,8;4,1;249;73,7;10,0
;;;00:14:14;13,91;11,8;4,0;227;74,1;10,0
;;;00:14:14;13,88;11,7;4,0;219;74,8;10,0
;;;00:14:15;13,86;11,7;3,9;219;74,8;10,0
;;;00:14:15;13,84;11,7;4,0;188;74,8;10,0
;;;00:14:16;13,81;11,7;4,1;194;74,7;10,0
;;;00:14:16;13,78;11,7;4,1;213;73,7;10,0
;;;00:14:17;13,76;11,6;4,2;213;73,7;10,0
;;;00:14:17;13,73;11,6;4,0;161;73,7;9,9
;;;00:14:18;13,71;11,7;3,9;205;73,7;10,0
;;;00:14:18;13,68;11,7;3,9;185;73,7;10,0
;;;00:14:18;13,66;11,7;3,9;268;73,7;10,0
;;;00:14:19;13,64;11,7;3,9;227;74,8;10,0
;;;00:14:19;13,62;11,7;4,0;219;74,8;10,0
;;;00:14:20;13,59;11,8;4,0;168;73,8;10,0
;;;00:14:20;13,57;11,8;4,1;219;73,7;10,0
;;;00:14:21;13,55;11,8;4,1;219;73,7;10,0
;;;00:14:21;13,53;11,9;4,0;231;73,7;10,0
;;;00:14:22;13,50;11,9;3,9;224;73,7;10,0
;;;00:14:22;13,48;12,0;3,9;200;73,7;10,0
;;;00:14:23;13,46;12,0;3,9;148;73,7;10,0
;;;00:14:23;13,44;12,1;3,9;235;73,7;10,0
;;;00:14:24;13,41;12,2;4,0;202;73,6;10,0
;;;00:14:24;13,39;12,2;4,0;213;72,6;10,0
;;;00:14:25;13,37;12,3;4,1;176;72,6;10,0
;;;00:14:25;13,35;12,4;4,0;219;72,6;9,9
;;;00:14:25;13,32;12,5;3,9;219;72,6;9,9
;;;00:14:26;13,30;12,6;3,9;201;72,6;10,0
;;;00:14:26;13,28;12,7;3,9;227;72,6;10,0
;;;00:14:27;13,26;12,7;3,9;222;72,6;10,0
;;;00:14:27;13,23;12,8;3,9;201;72,6;10,0
;;;00:14:28;13,21;12,9;3,9;219;72,6;10,0
;;;00:14:28;13,19;13,0;4,0;201;72,6;10,0
;;;00:14:29;13,16;13,2;4,0;219;72,1;10,0
;;;00:14:29;13,14;13,3;4,0;278;71,6;10,0
;;;00:14:30;13,11;13,4;3,8;209;71,6;10,0
;;;00:14:31;13,09;13,5;3,8;107;71,6;10,0
;;;00:14:31;13,06;13,6;3,9;133;71,6;9,9
;;;00:14:32;13,04;13,8;3,9;403;71,7;9,9
;;;00:14:32;13,01;13,9;4,0;200;72,6;9,9
;;;00:14:33;12,98;14,0;4,0;199;72,4;9,9
;;;00:14:33;12,96;14,1;3,9;253;71,6;10,0
;;;00:14:34;12,94;14,2;3,8;189;71,6;10,0
;;;00:14:34;12,92;14,3;3,8;272;70,5;10,0
;;;00:14:35;12,89;14,4;3,8;142;70,5;10,0
;;;00:14:35;12,87;14,6;3,9;243;70,5;10,0
;;;00:14:35;12,84;14,7;3,9;243;70,5;10,0
;;;00:14:36;12,82;14,8;3,9;251;70,5;10,0
;;;00:14:36;12,80;14,8;4,0;219;70,5;10,0
;;;00:14:37;12,78;14,9;3,9;202;70,5;10,0
;;;00:14:37;12,76;15,1;3,8;182;70,5;10,0
;;;00:14:38;12,73;15,2;3,7;213;70,5;10,0
;;;00:14:38;12,71;15,2;3,7;207;70,5;10,0
;;;00:14:39;12,69;15,3;3,8;253;70,0;10,0
;;;00:14:39;12,67;15,4;3,8;182;69,4;10,0
;;;00:14:40;12,65;15,5;3,8;235;69,4;10,0
;;;00:14:40;12,63;15,6;3,9;202;68,3;10,0
;;;00:14:41;12,60;15,7;3,9;194;68,3;10,0
;;;00:14:41;12,57;15,8;3,8;219;68,3;10,0
;;;00:14:42;12,55;15,9;3,7;213;68,3;10,0
;;;00:14:42;12,53;16,0;3,7;207;68,3;10,0
;;;00:14:43;12,50;16,0;3,7;207;68,3;10,0
;;;00:14:43;12,48;16,1;3,7;211;68,3;9,9
;;;00:14:43;12,46;16,2;3,8;213;68,3;9,9
;;;00:14:44;12,44;16,3;3,8;219;68,3;10,0
;;;00:14:44;12,42;16,3;3,9;202;68,3;10,0
;;;00:14:45;12,39;16,4;3,7;268;68,3;9,9
;;;00:14:45;12,37;16,5;3,6;187;68,3;9,9
;;;00:14:46;12,35;16,5;3,6;203;67,0;10,0
;;;00:14:46;12,32;16,6;3,6;178;66,2;10,0
;;;00:14:47;12,30;16,7;3,6;176;66,2;10,0
;;;00:14:47;12,28;16,7;3,7;167;66,2;10,0
;;;00:14:48;12,26;16,8;3,7;182;66,2;10,0
;;;00:14:48;12,23;16,9;3,8;257;66,2;10,0
;;;00:14:49;12,21;16,9;3,7;195;66,2;10,0
;;;00:14:49;12,19;17,0;3,5;268;66,2;10,0
;;;00:14:50;12,17;17,0;3,6;170;66,2;10,0
;;;00:14:50;12,14;17,1;3,6;213;66,2;10,0
;;;00:14:51;12,12;17,1;3,6;182;66,2;10,0
;;;00:14:51;12,10;17,2;3,6;187;66,2;10,0
;;;00:14:52;12,08;17,3;3,7;237;65,8;10,0
;;;00:14:52;12,05;17,3;3,7;235;65,1;10,0
;;;00:14:53;12,03;17,4;3,7;248;65,1;10,0
;;;00:14:53;12,00;17,5;3,5;213;65,1;10,0
;;;00:14:54;11,98;17,5;3,5;216;65,1;10,0
;;;00:14:54;11,95;17,6;3,5;170;65,1;10,0
;;;00:14:55;11,93;17,6;3,5;203;65,4;10,0
;;;00:14:55;11,91;17,7;3,6;184;66,2;10,0
;;;00:14:56;11,89;17,7;3,6;189;66,2;10,0
;;;00:14:56;11,86;17,8;3,7;236;66,2;10,0
;;;00:14:57;11,84;17,8;3,6;184;65,8;10,0
;;;00:14:57;11,82;17,9;3,5;219;65,1;10,0
;;;00:14:58;11,80;18,0;3,5;231;65,1;10,0
;;;00:14:58;11,77;18,0;3,5;176;65,1;10,0
;;;00:14:59;11,75;18,1;3,5;222;64,9;10,0
;;;00:15:00;11,70;18,2;3,6;82;64,0;9,9
;;;00:15:00;11,68;18,3;3,6;392;64,0;9,7
;;;00:15:01;11,65;18,3;3,5;173;65,4;9,8
;;;00:15:02;11,62;18,4;3,4;157;66,2;9,8
;;;00:15:02;11,60;18,5;3,4;172;66,2;10,0
;;;00:15:02;11,58;18,5;3,4;195;66,2;10,0
;;;00:15:03;11,55;18,6;3,4;187;65,4;10,0
;;;00:15:03;11,53;18,6;3,5;193;65,1;10,0
;;;00:15:04;11,51;18,7;3,6;114;65,1;9,9
;;;00:15:04;11,48;18,8;3,5;247;65,1;9,9
;;;00:15:05;11,46;18,8;3,4;170;64,4;10,0
;;;00:15:05;11,44;18,9;3,4;207;64,0;10,0
;;;00:15:06;11,42;19,0;3,4;189;64,0;10,0
;;;00:15:06;11,39;19,0;3,4;207;64,0;10,0
;;;00:15:07;11,37;19,1;3,4;164;64,8;9,9
;;;00:15:07;11,35;19,1;3,5;243;65,1;9,9
;;;00:15:08;11,33;19,2;3,5;189;65,1;9,9
;;;00:15:08;11,31;19,2;3,5;182;65,1;10,0
;;;00:15:09;11,29;19,3;3,4;170;64,4;10,0
;;;00:15:09;11,26;19,4;3,3;207;64,0;10,0
;;;00:15:10;11,23;19,5;3,3;201;64,0;10,0
;;;00:15:11;11,21;19,5;3,3;203;64,0;10,0
;;;00:15:11;11,18;19,6;3,4;124;64,0;10,0
;;;00:15:12;11,16;19,6;3,4;164;64,0;10,0
;;;00:15:12;11,14;19,7;3,4;166;64,0;10,0
;;;00:15:13;11,11;19,8;3,4;166;64,0;10,0
;;;00:15:13;11,09;19,8;3,3;170;64,0;10,0
;;;00:15:14;11,07;19,9;3,3;189;64,1;10,0
;;;00:15:14;11,05;19,9;3,3;176;65,1;10,0
;;;00:15:15;11,02;20,0;3,3;207;64,8;10,0
;;;00:15:15;11,00;20,0;3,4;181;64,0;10,0
;;;00:15:16;10,98;20,1;3,4;182;63,7;10,0
;;;00:15:16;10,96;20,1;3,5;166;62,9;10,0
;;;00:15:17;10,94;20,2;3,4;176;63,1;10,0
;;;00:15:17;10,92;20,2;3,3;243;64,0;9,9
;;;00:15:18;10,89;20,3;3,2;195;64,0;9,9
;;;00:15:18;10,86;20,3;3,3;184;64,0;10,0
;;;00:15:19;10,84;20,3;3,3;178;64,1;10,0
;;;00:15:19;10,82;20,4;3,3;219;65,1;10,0
;;;00:15:20;10,80;20,4;3,4;136;64,9;10,0
;;;00:15:20;10,77;20,4;3,4;170;64,0;10,0
;;;00:15:21;10,75;20,5;3,3;174;64,0;10,0
;;;00:15:21;10,73;20,5;3,3;171;64,0;10,0
;;;00:15:22;10,71;20,5;3,3;181;63,7;10,0
;;;00:15:22;10,68;20,5;3,3;194;62,9;10,0
;;;00:15:23;10,66;20,6;3,3;194;63,2;10,0
;;;00:15:23;10,64;20,6;3,3;167;64,0;9,9
;;;00:15:24;10,62;20,6;3,4;202;64,0;9,9
;;;00:15:24;10,60;20,6;3,4;170;64,0;10,0
